Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
THOMERY;87682252;SAM;2023-11-18;2023;R;R;Après 20h;9
MANTES-STATION;87381590;JOB;2023-11-14;2023;J;J6;Avant 6h;22
LA-PLAINE-STADE-DE-FRANCE;87164798;JOB;2023-10-10;2023;B;B;De 16h à 20h;3059
THOMERY;87682252;DIM;2023-11-19;2023;R;R;Avant 6h;1
MANTES-STATION;87381590;JOB;2023-11-14;2023;J;J6;De 16h à 20h;258
LARDY;87545160;SAM;2017-04-22;2017;C;C;De 16h à 20h;59
THOMERY;87682252;JOB;2023-11-14;2023;R;R;De 16h à 20h;45
MARCHEZAIS-BROUE;87393470;SAM;2023-11-18;2023;N;N;Après 20h;8
LARDY;87545160;SAM;2017-04-22;2017;C;C;De 6h à 10h;66
THUN-LE-PARADIS;87381822;SAM;2023-11-18;2023;J;J6;Après 20h;23
MARCHEZAIS-BROUE;87393470;SAM;2023-11-18;2023;N;N;De 10h à 16h;35
LARDY;87545160;JOB;2017-04-25;2017;C;C;De 16h à 20h;109
THUN-LE-PARADIS;87381822;DIM;2023-11-19;2023;J;J6;Avant 6h;7
MARCHEZAIS-BROUE;87393470;JOB;2023-11-14;2023;N;N;Avant 6h;7
LA-VERRIERE;87393256;SAM;2016-12-03;2016;U;U;De 10h à 16h;647
THUN-LE-PARADIS;87381822;JOB;2023-11-14;2023;J;J6;Avant 6h;45
MARCHEZAIS-BROUE;87393470;JOB;2023-11-14;2023;N;N;De 10h à 16h;32
LA-VERRIERE;87393256;SAM;2016-12-03;2016;U;U;De 16h à 20h;324
THUN-LE-PARADIS;87381822;JOB;2023-11-14;2023;J;J6;De 10h à 16h;183
MAREIL-MARLY;87733667;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;52
LA-VERRIERE;87393256;SAM;2023-11-18;2023;N;N;Après 20h;208
THUN-LE-PARADIS;87381822;JOB;2023-11-14;2023;J;J6;De 6h à 10h;416
MAREIL-MARLY;87733667;JOB;2023-10-19;2023;T13;T13;Après 20h;14
LA-VERRIERE;87393256;SAM;2023-11-18;2023;N;N;Avant 6h;32
TOURNAN;87116210;SAM;2022-03-19;2022;E;E;Avant 6h;57
MAREIL-SUR-MAULDRE;87381715;JOB;2023-11-14;2023;N;N;Après 20h;6
LA-VERRIERE;87393256;DIM;2023-11-19;2023;N;N;Avant 6h;24
TOURNAN;87116210;SAM;2022-03-19;2022;E;E;De 16h à 20h;232
MAREIL-SUR-MAULDRE;87381715;JOB;2023-11-14;2023;N;N;De 6h à 10h;100
LA-VERRIERE;87393256;DIM;2023-11-19;2023;N;N;De 10h à 16h;528
TOURNAN;87116210;SAM;2023-11-18;2023;P;P;De 6h à 10h;133
MAREUIL-SUR-OURCQ;87116665;DIM;2023-09-17;2023;P;P;De 10h à 16h;28
LA-VERRIERE;87393256;DIM;2023-11-19;2023;N;N;De 16h à 20h;423
TOURNAN;87116210;DIM;2022-03-20;2022;E;E;Avant 6h;34
MAREUIL-SUR-OURCQ;87116665;DIM;2023-09-17;2023;P;P;De 16h à 20h;16
LA-VERRIERE;87393256;JOB;2016-03-15;2016;U;U;Avant 6h;193
TOURNAN;87116210;JOB;2022-03-22;2022;E;E;De 10h à 16h;405
MARLES-EN-BRIE;87116228;DIM;2023-11-19;2023;P;P;Après 20h;15
LAVILLETERTRE;87381202;SAM;2023-11-18;2023;J;J6;Après 20h;0
TOURNAN;87116210;JOB;2023-11-14;2023;P;P;Après 20h;39
MARLES-EN-BRIE;87116228;JOB;2023-11-14;2023;P;P;Après 20h;12
LAVILLETERTRE;87381202;SAM;2023-11-18;2023;J;J6;De 6h à 10h;7
TOURNAN;87116210;JOB;2023-11-14;2023;P;P;De 10h à 16h;293
MARLY-LE-ROI;87382465;DIM;2023-11-19;2023;L;L2;De 16h à 20h;341
LAVILLETERTRE;87381202;DIM;2023-11-19;2023;J;J6;De 10h à 16h;4
TOURNAN;87116210;JOB;2023-11-14;2023;P;P;De 16h à 20h;252
MAROLLES-EN-HUREPOIX;87545186;SAM;2017-04-22;2017;C;C;Avant 6h;23
LAVILLETERTRE;87381202;JOB;2023-11-14;2023;J;J6;De 16h à 20h;2
TRAPPES;87393835;SAM;2016-12-03;2016;U;U;De 6h à 10h;328
MAROLLES-EN-HUREPOIX;87545186;SAM;2017-04-22;2017;C;C;De 10h à 16h;250
LAVILLETERTRE;87381202;JOB;2023-11-14;2023;J;J6;De 6h à 10h;10
TRAPPES;87393835;DIM;2016-03-13;2016;U;U;Après 20h;65
MAROLLES-EN-HUREPOIX;87545186;DIM;2017-04-23;2017;C;C;Avant 6h;12
LE-BLANC-MESNIL;87271478;SAM;2019-03-16;2019;B;B;De 6h à 10h;1046
TRAPPES;87393835;DIM;2016-03-13;2016;U;U;De 10h à 16h;519
MAROLLES-EN-HUREPOIX;87545186;DIM;2017-04-23;2017;C;C;De 6h à 10h;63
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;Après 20h;238
TRAPPES;87393835;DIM;2016-03-13;2016;U;U;De 16h à 20h;326
MAROLLES-EN-HUREPOIX;87545186;JOB;2017-04-25;2017;C;C;De 16h à 20h;259
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;Avant 6h;104
TRAPPES;87393835;JOB;2016-03-15;2016;U;U;Avant 6h;243
MASSY-PALAISEAU;87393579;SAM;2017-04-22;2017;C;C;De 16h à 20h;787
LE-BLANC-MESNIL;87271478;JOB;2023-10-10;2023;B;B;De 6h à 10h;418
TRAPPES;87393835;JOB;2023-11-14;2023;N;N;Avant 6h;82
MASSY-PALAISEAU;87393579;DIM;2017-04-23;2017;C;C;De 10h à 16h;837
LE-BOURGET;87271395;SAM;2019-03-16;2019;B;B;De 16h à 20h;4533
TRAPPES;87393835;JOB;2023-11-14;2023;N;N;De 16h à 20h;711
MASSY-PALAISEAU;87393579;DIM;2017-04-23;2017;C;C;De 16h à 20h;747
LE-BOURGET;87271395;DIM;2019-03-17;2019;B;B;Avant 6h;194
TRIE-CHATEAU;87381236;SAM;2023-11-18;2023;J;J6;De 10h à 16h;10
MASSY-VERRIERES;87383281;SAM;2017-04-22;2017;C;C;Avant 6h;8
LE-BOURGET;87271395;DIM;2021-11-21;2021;T11;T11;De 6h à 10h;519
TRIE-CHATEAU;87381236;JOB;2023-11-14;2023;J;J6;Avant 6h;5
MASSY-VERRIERES;87383281;SAM;2017-04-22;2017;C;C;De 10h à 16h;88
LE-BOURGET;87271395;JOB;2021-11-23;2021;T11;T11;Après 20h;729
TRIEL-SUR-SEINE;87381806;SAM;2023-11-18;2023;J;J6;De 10h à 16h;302
MAULE;87381723;SAM;2023-11-18;2023;N;N;Après 20h;14
LE-BOURGET;87271395;JOB;2021-11-23;2021;T11;T11;De 6h à 10h;2253
TRIEL-SUR-SEINE;87381806;DIM;2023-11-19;2023;J;J6;De 6h à 10h;84
MAULE;87381723;SAM;2023-11-18;2023;N;N;De 6h à 10h;57
LE-CHENAY-GAGNY;87113522;SAM;2022-03-19;2022;E;E;De 6h à 10h;616
TRILPORT;87116491;JOB;2023-09-19;2023;P;P;Après 20h;71
MAULE;87381723;JOB;2023-11-14;2023;N;N;De 10h à 16h;125
LE-CHENAY-GAGNY;87113522;DIM;2022-03-20;2022;E;E;Après 20h;140
US;87381178;SAM;2023-11-18;2023;J;J6;De 6h à 10h;18
MAULE;87381723;JOB;2023-11-14;2023;N;N;De 6h à 10h;233
LE-CHENAY-GAGNY;87113522;DIM;2022-03-20;2022;E;E;De 6h à 10h;328
US;87381178;JOB;2023-11-14;2023;J;J6;Avant 6h;5
MAURECOURT;87381483;SAM;2023-11-18;2023;J;J6;De 10h à 16h;292
LE-CHENAY-GAGNY;87113522;JOB;2022-03-22;2022;E;E;De 16h à 20h;753
VAIRES-TORCY;87116293;SAM;2023-11-18;2023;P;P;Après 20h;172
MAURECOURT;87381483;SAM;2023-11-18;2023;J;J6;De 16h à 20h;136
LE-CHENAY-GAGNY;87113522;JOB;2022-03-22;2022;E;E;De 6h à 10h;2626
VAIRES-TORCY;87116293;DIM;2023-11-19;2023;P;P;De 16h à 20h;398
MAURICE-AUDIN;87704270;SAM;2021-11-09;2021;T4;T4;Avant 6h;9
LE-COUDRAY-MONTCEAUX;87681635;SAM;2024-02-03;2024;D;D;De 16h à 20h;13
VAIRES-TORCY;87116293;JOB;2023-11-14;2023;P;P;De 10h à 16h;751
MAURICE-AUDIN;87704270;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;614
LE-COUDRAY-MONTCEAUX;87681635;DIM;2024-03-03;2024;D;D;Après 20h;4
VAL-D'ARGENTEUIL;87381798;DIM;2023-11-19;2023;J;J6;Après 20h;393
MAURICE-AUDIN;87704270;JOB;2021-09-21;2021;T4;T4;Avant 6h;55
LE-COUDRAY-MONTCEAUX;87681635;JOB;2024-02-04;2024;D;D;De 16h à 20h;29
VAL-DE-FONTENAY;87113712;JOB;2022-03-22;2022;E;E;Avant 6h;178
MEAUX;87116103;SAM;2023-09-16;2023;P;P;De 16h à 20h;1249
LE-MEE;87682179;JOB;2024-05-03;2024;D;D;De 10h à 16h;1154
VAL-DE-FONTENAY;87113712;JOB;2022-03-22;2022;E;E;De 6h à 10h;6309
MEAUX;87116103;SAM;2023-11-18;2023;P;P;De 16h à 20h;1059
LEON-BLUM;87704262;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;768
VALMONDOIS;87276535;SAM;2023-11-18;2023;H;H;De 16h à 20h;239
MEAUX;87116103;DIM;2023-11-19;2023;P;P;Avant 6h;223
LEON-BLUM;87704262;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;59
VALMONDOIS;87276535;DIM;2023-11-19;2023;H;H;De 10h à 16h;340
MEAUX;87116103;JOB;2023-09-19;2023;P;P;De 16h à 20h;2674
LEON-BLUM;87704262;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;247
VALMONDOIS;87276535;DIM;2023-11-19;2023;H;H;De 16h à 20h;234
MELUN;87682005;DIM;2024-03-03;2024;D;D;De 10h à 16h;1621
LEON-BLUM;87704262;JOB;2021-09-21;2021;T4;T4;Avant 6h;28
VALMONDOIS;87276535;JOB;2023-11-14;2023;H;H;De 6h à 10h;729
MELUN;87682005;JOB;2023-11-14;2023;R;R;Après 20h;829
LE-PERRAY;87393298;DIM;2023-11-19;2023;N;N;De 6h à 10h;61
VANVES-MALAKOFF;87391532;SAM;2023-11-18;2023;N;N;Après 20h;130
MELUN;87682005;JOB;2023-11-14;2023;R;R;De 10h à 16h;3015
LE-PLESSIS-BELLEVILLE;87271551;SAM;2023-11-18;2023;K;K;De 10h à 16h;63
VANVES-MALAKOFF;87391532;JOB;2023-11-14;2023;N;N;De 16h à 20h;1093
MELUN;87682005;JOB;2024-12-03;2024;D;D;De 10h à 16h;301
LE-PLESSIS-BELLEVILLE;87271551;DIM;2023-11-19;2023;K;K;Après 20h;14
VAUBOYEN;87393538;SAM;2017-04-22;2017;C;C;De 6h à 10h;39
MENNECY;87681411;DIM;2024-03-03;2024;D;D;De 10h à 16h;275
LE-PLESSIS-BELLEVILLE;87271551;DIM;2023-11-19;2023;K;K;De 16h à 20h;46
VAUBOYEN;87393538;DIM;2017-04-23;2017;C;C;De 10h à 16h;28
MENNECY;87681411;DIM;2024-03-03;2024;D;D;De 16h à 20h;173
LE-PLESSIS-BELLEVILLE;87271551;JOB;2023-11-14;2023;K;K;Après 20h;23
VAUBOYEN;87393538;DIM;2017-04-23;2017;C;C;De 6h à 10h;7
MENNECY;87681411;JOB;2024-12-03;2024;D;D;Avant 6h;48
LE-PLESSIS-BELLEVILLE;87271551;JOB;2023-11-14;2023;K;K;De 10h à 16h;68
VAUBOYEN;87393538;JOB;2017-04-25;2017;C;C;Après 20h;8
MENNECY;87681411;JOB;2024-12-03;2024;D;D;De 16h à 20h;11
LE-PLESSIS-CHENET;87681627;SAM;2024-02-03;2024;D;D;De 16h à 20h;7
VAUBOYEN;87393538;JOB;2017-04-25;2017;C;C;De 16h à 20h;172
MENNECY;87681411;JOB;2024-12-03;2024;D;D;De 6h à 10h;877
LE-PLESSIS-CHENET;87681627;DIM;2024-03-03;2024;D;D;De 10h à 16h;7
VAUBOYEN;87393538;JOB;2017-04-25;2017;C;C;De 6h à 10h;190
MERIEL;87276675;DIM;2023-11-19;2023;H;H;Avant 6h;7
LE-PLESSIS-CHENET;87681627;JOB;2024-12-03;2024;D;D;De 16h à 20h;3
VAUCELLES;87276626;SAM;2023-11-18;2023;H;H;Après 20h;62
MERY-SUR-OISE;87276667;DIM;2023-11-19;2023;H;H;Avant 6h;14
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;JOB;2022-03-22;2022;E;E;De 6h à 10h;6279
VAUCELLES;87276626;SAM;2023-11-18;2023;H;H;Avant 6h;7
MERY-SUR-OISE;87276667;JOB;2023-11-14;2023;H;H;Après 20h;42
LES-ARDOINES;87492108;SAM;2017-04-22;2017;C;C;De 6h à 10h;522
VAUCELLES;87276626;JOB;2023-11-14;2023;H;H;Avant 6h;18
MEUDON;87393108;DIM;2023-11-19;2023;N;N;De 6h à 10h;91
LES-ARDOINES;87492108;DIM;2017-04-23;2017;C;C;De 16h à 20h;595
VAUCRESSON;87382267;SAM;2023-11-18;2023;L;L2;Avant 6h;12
MEUDON-VAL-FLEURY;87393082;SAM;2017-04-22;2017;C;C;Avant 6h;19
LES-ARDOINES;87492108;JOB;2017-04-25;2017;C;C;De 6h à 10h;1496
VAUCRESSON;87382267;SAM;2023-11-18;2023;L;L2;De 16h à 20h;429
MEUDON-VAL-FLEURY;87393082;SAM;2017-04-22;2017;C;C;De 10h à 16h;1362
LES-BOULLEREAUX-CHAMPIGNY;87113779;SAM;2022-03-19;2022;E;E;De 6h à 10h;552
VAUX-SUR-SEINE;87381814;SAM;2023-11-18;2023;J;J6;De 10h à 16h;178
MEUDON-VAL-FLEURY;87393082;DIM;2017-04-23;2017;C;C;Après 20h;137
LES-BOULLEREAUX-CHAMPIGNY;87113779;DIM;2022-03-20;2022;E;E;Avant 6h;35
VAUX-SUR-SEINE;87381814;SAM;2023-11-18;2023;J;J6;De 16h à 20h;89
MEUDON-VAL-FLEURY;87393082;JOB;2017-04-25;2017;C;C;Après 20h;183
LES-BOULLEREAUX-CHAMPIGNY;87113779;JOB;2022-03-22;2022;E;E;De 16h à 20h;734
VAUX-SUR-SEINE;87381814;DIM;2023-11-19;2023;J;J6;Après 20h;15
MEULAN-HARDRICOURT;87381830;SAM;2023-11-18;2023;J;J6;Après 20h;53
LES-CLAIRIERES-DE-VERNEUIL;87386664;SAM;2021-04-12;2021;J;J5;De 6h à 10h;72
VAUX-SUR-SEINE;87381814;DIM;2023-11-19;2023;J;J6;Avant 6h;5
MEULAN-HARDRICOURT;87381830;SAM;2023-11-18;2023;J;J6;De 16h à 20h;210
LES-CLAIRIERES-DE-VERNEUIL;87386664;DIM;2021-05-12;2021;J;J5;De 6h à 10h;19
VAUX-SUR-SEINE;87381814;DIM;2023-11-19;2023;J;J6;De 6h à 10h;40
MEULAN-HARDRICOURT;87381830;DIM;2023-11-19;2023;J;J6;Après 20h;44
LES-CLAIRIERES-DE-VERNEUIL;87386664;JOB;2021-07-12;2021;J;J5;De 10h à 16h;105
VAUX-SUR-SEINE;87381814;JOB;2023-11-14;2023;J;J6;Avant 6h;19
MEULAN-HARDRICOURT;87381830;JOB;2023-11-14;2023;J;J6;Après 20h;53
LES-COQUETIERS;87113845;SAM;2021-11-09;2021;T4;T4;Après 20h;112
VERNEUIL-L'ETANG;87116079;JOB;2023-11-14;2023;P;P;De 6h à 10h;703
MITRY-CLAYE;87271528;SAM;2019-03-16;2019;B;B;Avant 6h;56
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;Avant 6h;32
VERNON-GIVERNY;87415604;JOB;2021-07-12;2021;J;J5;Après 20h;0
MITRY-CLAYE;87271528;SAM;2019-03-16;2019;B;B;De 16h à 20h;556
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;340
VERNOUILLET-VERNEUIL;87386656;JOB;2021-07-12;2021;J;J5;De 10h à 16h;604
MITRY-CLAYE;87271528;DIM;2019-03-17;2019;B;B;Avant 6h;36
LES-ESSARTS-LE-ROI;87393280;SAM;2023-11-18;2023;N;N;Après 20h;54
VERNOU-SUR-SEINE;87682468;SAM;2023-11-18;2023;R;R;Après 20h;3
MITRY-CLAYE;87271528;DIM;2019-03-17;2019;B;B;De 6h à 10h;186
LES-ESSARTS-LE-ROI;87393280;DIM;2023-11-19;2023;N;N;Après 20h;38
VERNOU-SUR-SEINE;87682468;SAM;2023-11-18;2023;R;R;De 10h à 16h;27
MITRY-CLAYE;87271528;JOB;2023-10-10;2023;B;B;Avant 6h;0
LES-GRESILLONS;87272146;SAM;2017-04-22;2017;C;C;De 10h à 16h;697
VERNOU-SUR-SEINE;87682468;JOB;2023-11-14;2023;R;R;Après 20h;2
MITRY-CLAYE;87271528;JOB;2023-10-10;2023;B;B;De 16h à 20h;0
LES-GRESILLONS;87272146;SAM;2017-04-22;2017;C;C;De 6h à 10h;232
VERNOU-SUR-SEINE;87682468;JOB;2023-11-14;2023;R;R;De 6h à 10h;54
MONTARGIS;87684001;SAM;2023-11-18;2023;R;R;Après 20h;145
LES-GRESILLONS;87272146;DIM;2017-04-23;2017;C;C;De 6h à 10h;119
VERSAILLES-CHANTIERS;87393009;SAM;2016-12-03;2016;U;U;Avant 6h;9
MONTARGIS;87684001;SAM;2023-11-18;2023;R;R;De 6h à 10h;385
LES-MUREAUX;87386680;SAM;2021-04-12;2021;J;J5;Après 20h;191
VERSAILLES-CHANTIERS;87393009;SAM;2016-12-03;2016;U;U;De 6h à 10h;382
MONTARGIS;87684001;JOB;2023-11-14;2023;R;R;Avant 6h;326
LES-MUREAUX;87386680;SAM;2021-04-12;2021;J;J5;De 6h à 10h;701
VERSAILLES-CHANTIERS;87393009;SAM;2017-04-22;2017;C;C;Après 20h;372
MONTARGIS;87684001;JOB;2023-11-14;2023;R;R;De 16h à 20h;357
LES-MUREAUX;87386680;DIM;2021-05-12;2021;J;J5;De 6h à 10h;387
VERSAILLES-CHANTIERS;87393009;SAM;2017-04-22;2017;C;C;De 16h à 20h;1015
MONTEREAU;87682302;SAM;2023-11-18;2023;R;R;De 16h à 20h;335
LES-MUREAUX;87386680;JOB;2021-07-12;2021;J;J5;Après 20h;209
VERSAILLES-CHANTIERS;87393009;SAM;2023-11-18;2023;N;N;Avant 6h;36
MONTEREAU;87682302;SAM;2023-11-18;2023;R;R;De 6h à 10h;122
LES-MUREAUX;87386680;JOB;2021-07-12;2021;J;J5;De 10h à 16h;1353
VERSAILLES-CHANTIERS;87393009;SAM;2023-11-18;2023;N;N;De 16h à 20h;2691
MONTEREAU;87682302;DIM;2023-11-19;2023;R;R;Après 20h;173
LES-NOUES;87276238;SAM;2024-02-03;2024;D;D;Après 20h;110
VERSAILLES-CHANTIERS;87393009;DIM;2017-04-23;2017;C;C;De 10h à 16h;724
MONTEREAU;87682302;DIM;2023-11-19;2023;R;R;De 6h à 10h;240
LES-NOUES;87276238;SAM;2024-02-03;2024;D;D;De 10h à 16h;602
VERSAILLES-CHANTIERS;87393009;DIM;2017-04-23;2017;C;C;De 16h à 20h;852
MONTFORT-L'AMAURY-MERE;87393892;DIM;2023-11-19;2023;N;N;De 6h à 10h;22
LES-PAVILLONS-SOUS-BOIS;87113852;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;270
VERSAILLES-CHANTIERS;87393009;JOB;2016-03-17;2016;U;U;De 16h à 20h;2182
MONTFORT-L'AMAURY-MERE;87393892;JOB;2023-11-14;2023;N;N;Après 20h;24
LES-PORTES-DE-SAINT-CYR;87710921;SAM;2023-10-14;2023;T13;T13;Après 20h;3
VERSAILLES-CHANTIERS;87393009;JOB;2017-04-25;2017;C;C;Avant 6h;61
MONTFORT-L'AMAURY-MERE;87393892;JOB;2023-11-14;2023;N;N;De 16h à 20h;197
LES-PORTES-DE-SAINT-CYR;87710921;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;10
VERSAILLES-CHANTIERS;87393009;JOB;2017-04-25;2017;C;C;De 16h à 20h;3570
MONTGERON-CROSNE;87682104;SAM;2024-02-03;2024;D;D;De 10h à 16h;1460
LES-PORTES-DE-SAINT-CYR;87710921;JOB;2023-10-19;2023;T13;T13;Après 20h;1
VERSAILLES-CHANTIERS;87393009;JOB;2017-04-25;2017;C;C;De 6h à 10h;3612
MONTGERON-CROSNE;87682104;JOB;2024-05-03;2024;D;D;Avant 6h;151
LES-PORTES-DE-SAINT-CYR;87710921;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;59
VERSAILLES-CHANTIERS;87393009;JOB;2023-11-14;2023;N;N;De 10h à 16h;4122
MONTGEROULT-COURCELLES;87381160;SAM;2023-11-18;2023;J;J6;Après 20h;0
LES-SAULES;87546226;SAM;2017-04-22;2017;C;C;Avant 6h;52
VERSAILLES-CHANTIERS;87393009;JOB;2023-11-14;2023;N;N;De 6h à 10h;4469
MONTGEROULT-COURCELLES;87381160;SAM;2023-11-18;2023;J;J6;De 16h à 20h;6
LES-SAULES;87546226;DIM;2017-04-23;2017;C;C;De 10h à 16h;534
VERSAILLES-CHATEAU-RIVE-GAUCHE;87393157;SAM;2017-04-22;2017;C;C;Après 20h;736
MONTGEROULT-COURCELLES;87381160;DIM;2023-11-19;2023;J;J6;Après 20h;0
LE-STADE;87381095;SAM;2023-11-18;2023;J;J4;Avant 6h;53
VERSAILLES-CHATEAU-RIVE-GAUCHE;87393157;JOB;2017-04-25;2017;C;C;Après 20h;443
MONTGEROULT-COURCELLES;87381160;JOB;2023-11-14;2023;J;J6;De 10h à 16h;6
LE-STADE;87381095;DIM;2023-11-19;2023;J;J4;De 10h à 16h;936
VERSAILLES-RIVE-DROITE;87382861;SAM;2023-11-18;2023;L;L2;De 10h à 16h;2319
MONTGEROULT-COURCELLES;87381160;JOB;2023-11-14;2023;J;J6;De 6h à 10h;30
LE-STADE;87381095;DIM;2023-11-19;2023;J;J4;De 16h à 20h;524
VERT-GALANT;87271437;SAM;2019-03-16;2019;B;B;Avant 6h;207
MONTIGNY-BEAUCHAMP;87276089;SAM;2017-04-22;2017;C;C;De 10h à 16h;722
LE-STADE;87381095;JOB;2023-11-14;2023;J;J4;De 16h à 20h;1714
VERT-GALANT;87271437;SAM;2019-03-16;2019;B;B;De 10h à 16h;3483
MONTIGNY-BEAUCHAMP;87276089;SAM;2017-04-22;2017;C;C;De 16h à 20h;525
LES-VALLEES;87386300;SAM;2023-11-18;2023;L;L3;De 16h à 20h;1547
VERT-GALANT;87271437;SAM;2019-03-16;2019;B;B;De 16h à 20h;1545
MONTIGNY-BEAUCHAMP;87276089;SAM;2023-11-18;2023;H;H;De 10h à 16h;1039
LES-VALLEES;87386300;DIM;2023-11-19;2023;L;L3;Après 20h;253
VERT-GALANT;87271437;JOB;2023-05-10;2023;B;B;De 6h à 10h;5401
MONTIGNY-BEAUCHAMP;87276089;DIM;2017-04-23;2017;C;C;Avant 6h;25
LES-VALLEES;87386300;JOB;2023-11-14;2023;L;L3;De 10h à 16h;1813
VERT-GALANT;87271437;JOB;2023-10-10;2023;B;B;Avant 6h;8
MONTIGNY-BEAUCHAMP;87276089;DIM;2017-04-23;2017;C;C;De 10h à 16h;603
LES-VALLEES;87386300;JOB;2023-11-14;2023;L;L3;De 6h à 10h;3792
VIARMES;87276568;SAM;2023-11-18;2023;H;H;Après 20h;15
MONTIGNY-BEAUCHAMP;87276089;JOB;2023-11-14;2023;H;H;De 10h à 16h;953
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;Avant 6h;2
VIARMES;87276568;SAM;2023-11-18;2023;H;H;De 16h à 20h;45
MONTIGNY-BEAUCHAMP;87276089;JOB;2023-11-14;2023;H;H;De 6h à 10h;1827
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;De 16h à 20h;118
VIARMES;87276568;SAM;2023-11-18;2023;H;H;De 6h à 10h;37
MONTIGNY-SUR-LOING;87684100;SAM;2023-11-18;2023;R;R;De 10h à 16h;125
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;Après 20h;22
VIGNEUX-SUR-SEINE;87681304;DIM;2024-03-03;2024;D;D;Après 20h;354
MONTIGNY-SUR-LOING;87684100;SAM;2023-11-18;2023;R;R;De 16h à 20h;82
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;De 10h à 16h;218
VIGNEUX-SUR-SEINE;87681304;JOB;2024-05-03;2024;D;D;Après 20h;315
MONTIGNY-SUR-LOING;87684100;DIM;2023-11-19;2023;R;R;De 16h à 20h;237
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;De 16h à 20h;289
VIGNEUX-SUR-SEINE;87681304;JOB;2024-05-03;2024;D;D;Avant 6h;663
MONTIGNY-SUR-LOING;87684100;JOB;2023-11-14;2023;R;R;Après 20h;8
L'ETANG-LA-VILLE;87382473;SAM;2023-11-18;2023;L;L2;De 6h à 10h;79
VILLABE;87681619;JOB;2024-02-04;2024;D;D;Après 20h;5
MONTREUIL;87382879;SAM;2023-11-18;2023;L;L2;Après 20h;175
L'ETANG-LA-VILLE;87382473;DIM;2023-11-19;2023;L;L2;Avant 6h;3
VILLAINES;87272021;SAM;2023-11-18;2023;H;H;Avant 6h;0
MONTREUIL;87382879;SAM;2023-11-18;2023;L;L2;De 16h à 20h;532
L'ETANG-LA-VILLE;87382473;JOB;2023-11-14;2023;L;L2;Avant 6h;13
VILLENEUVE-LE-ROI;87545277;SAM;2017-04-22;2017;C;C;Avant 6h;21
MONTREUIL;87382879;SAM;2023-11-18;2023;L;L2;De 6h à 10h;312
L'ETANG-LES-SABLONS;87726109;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;109
VILLENEUVE-LE-ROI;87545277;DIM;2017-04-23;2017;C;C;Avant 6h;1
MONTREUIL;87382879;DIM;2023-11-19;2023;L;L2;Avant 6h;8
L'ETANG-LES-SABLONS;87726109;DIM;2023-10-15;2023;T13;T13;Après 20h;11
VILLENEUVE-LE-ROI;87545277;DIM;2017-04-23;2017;C;C;De 16h à 20h;304
MONTREUIL;87382879;DIM;2023-11-19;2023;L;L2;De 10h à 16h;615
L'ETANG-LES-SABLONS;87726109;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;101
VILLENEUVE-LE-ROI;87545277;JOB;2017-04-25;2017;C;C;De 16h à 20h;418
MONTRY-CONDE;87116400;SAM;2023-09-16;2023;P;P;De 10h à 16h;19
L'ETANG-LES-SABLONS;87726109;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;125
VILLENEUVE-SAINT-GEORGES;87681825;SAM;2024-02-03;2024;D;D;De 6h à 10h;3855
MONTRY-CONDE;87116400;SAM;2023-09-16;2023;P;P;De 16h à 20h;8
LE-VAL-D'OR;87382366;DIM;2023-11-19;2023;L;L2;De 6h à 10h;136
VILLENEUVE-SAINT-GEORGES;87681825;DIM;2024-03-03;2024;D;D;Après 20h;1612
MONTRY-CONDE;87116400;DIM;2023-09-17;2023;P;P;De 16h à 20h;22
LE-VERT-DE-MAISONS;87681247;SAM;2024-02-03;2024;D;D;De 16h à 20h;792
VILLENEUVE-SAINT-GEORGES;87681825;JOB;2024-05-03;2024;D;D;Après 20h;1571
MONTRY-CONDE;87116400;JOB;2023-09-19;2023;P;P;Après 20h;0
LE-VERT-DE-MAISONS;87681247;SAM;2024-02-03;2024;D;D;De 6h à 10h;917
